user_number,session_group,trialIndex,tubeTypeIndex,tip_direction,face_id,faceSide,towards_away,raw_angle,angle,latency,valid
117,AT004,28,1,right,ID015,left,away,17,17,4400,True
117,AT004,29,1,left,ID015,right,away,-17,17,4880,True
117,AT004,30,1,right,ID017,right,towards,19,19,3135,True
117,AT004,31,2,left,ID015,right,away,-22,22,2599,True
118,AT004,0,0,left,ID017,left,towards,-9,9,76838,True
118,AT004,1,2,right,ID015,right,towards,7,7,11623,True
118,AT004,2,3,right,ID015,right,towards,7,7,39448,True
118,AT004,3,0,right,ID017,right,towards,11,11,12455,True
118,AT004,4,0,right,ID015,right,towards,11,11,6791,True
118,AT004,5,0,left,ID015,left,towards,-10,10,16096,True
118,AT004,6,0,left,ID017,right,away,-10,10,10159,True
118,AT004,7,3,left,ID015,right,away,-20,20,12792,True
118,AT004,8,2,left,ID015,right,away,-11,11,4664,True
118,AT004,9,0,left,ID015,right,away,-12,12,3736,True
118,AT004,10,1,right,ID017,left,away,14,14,4760,True
118,AT004,11,3,left,ID015,left,towards,-11,11,5672,True
118,AT004,12,1,left,ID015,left,towards,-14,14,4912,True
118,AT004,13,2,right,ID017,right,towards,12,12,5000,True
118,AT004,14,3,right,ID017,left,away,13,13,3808,True
118,AT004,15,1,right,ID015,right,towards,15,15,3024,True
118,AT004,16,3,left,ID017,right,away,-17,17,4080,True
118,AT004,17,0,right,ID017,left,away,12,12,5080,True
118,AT004,18,2,left,ID017,right,away,-15,15,3944,True
118,AT004,19,2,right,ID015,left,away,12,12,4256,True
118,AT004,20,1,right,ID015,left,away,16,16,5856,True
118,AT004,21,1,left,ID017,left,towards,-17,17,3568,True
118,AT004,22,0,right,ID015,left,away,12,12,3384,True
118,AT004,23,3,left,ID017,left,towards,-19,19,4880,True
118,AT004,24,2,left,ID015,left,towards,-15,15,2672,True
118,AT004,25,3,right,ID017,right,towards,17,17,3464,True
118,AT004,26,1,left,ID017,right,away,-17,17,25168,True
118,AT004,27,3,right,ID015,left,away,15,15,2744,True
118,AT004,28,1,left,ID015,right,away,-17,17,2952,True
118,AT004,29,1,right,ID017,right,towards,17,17,2768,True
118,AT004,30,2,left,ID017,left,towards,-15,15,3784,True
118,AT004,31,2,right,ID017,left,away,16,16,3264,True
119,AT004,0,0,right,ID017,left,away,21,21,169437,True
119,AT004,1,0,left,ID015,left,towards,-22,22,3784,True
119,AT004,2,0,left,ID017,left,towards,-18,18,2900,True
119,AT004,3,0,left,ID017,right,away,-17,17,3900,True
119,AT004,4,0,right,ID017,right,towards,30,30,3550,True
119,AT004,5,0,right,ID015,left,away,26,26,4200,True
119,AT004,6,0,right,ID015,right,towards,28,28,2700,True
119,AT004,7,0,left,ID015,right,away,-25,25,3134,True
119,AT004,8,1,right,ID015,left,away,32,32,8516,True
119,AT004,9,1,right,ID017,left,away,37,37,4517,True
119,AT004,10,1,right,ID017,right,towards,41,41,5100,False
119,AT004,11,1,right,ID015,right,towards,39,39,3384,True
119,AT004,12,1,left,ID015,right,away,-40,40,3566,False
119,AT004,13,1,left,ID017,left,towards,-39,39,3751,True
119,AT004,14,1,left,ID017,right,away,-37,37,3066,True
119,AT004,15,1,left,ID015,left,towards,-39,39,2984,True
119,AT004,16,2,left,ID015,left,towards,-40,40,21700,False
119,AT004,17,3,left,ID017,left,towards,-58,58,5734,False
119,AT004,18,3,left,ID015,left,towards,-49,49,5416,False
119,AT004,19,3,left,ID015,right,away,-46,46,5734,False
119,AT004,20,3,left,ID017,right,away,-48,48,3500,False
119,AT004,21,3,right,ID017,right,towards,55,55,4500,False
119,AT004,22,3,right,ID017,left,away,57,57,3467,False
119,AT004,23,3,right,ID015,left,away,53,53,3383,False
119,AT004,24,3,right,ID015,right,towards,58,58,3683,False
119,AT004,25,2,left,ID017,right,away,-43,43,5784,False
119,AT004,26,2,left,ID015,right,away,-40,40,3100,False
119,AT004,27,2,left,ID017,left,towards,-36,36,2850,True
119,AT004,28,2,right,ID017,left,away,29,29,2867,True
119,AT004,29,2,right,ID015,left,away,29,29,2283,True
119,AT004,30,2,right,ID015,right,towards,26,26,2100,True
119,AT004,31,2,right,ID017,right,towards,27,27,2567,True
120,AT004,0,3,left,ID017,left,towards,-6,6,94231,True
120,AT004,1,1,left,ID015,right,away,6,-6,12222,True
120,AT004,2,1,right,ID017,right,towards,8,8,11260,True
120,AT004,3,2,left,ID017,right,away,8,-8,9443,True
120,AT004,4,1,right,ID017,left,away,8,8,8699,True
120,AT004,5,0,left,ID017,right,away,-7,7,5815,True
120,AT004,6,0,left,ID017,left,towards,-7,7,7932,True
120,AT004,7,3,left,ID015,left,towards,-8,8,4458,True
120,AT004,8,0,right,ID017,right,towards,6,6,4020,True
120,AT004,9,2,left,ID015,left,towards,-6,6,4656,True
120,AT004,10,3,right,ID015,right,towards,6,6,5034,True
120,AT004,11,0,left,ID015,right,away,-6,6,5408,True
120,AT004,12,1,left,ID017,right,away,-6,6,8653,True
120,AT004,13,3,left,ID017,right,away,-7,7,3956,True
120,AT004,14,1,left,ID015,left,towards,-7,7,5233,True
120,AT004,15,2,right,ID017,right,towards,6,6,4328,True
120,AT004,16,2,right,ID015,left,away,6,6,4691,True
120,AT004,17,2,right,ID017,left,away,6,6,6311,True
120,AT004,18,3,left,ID015,right,away,-6,6,7773,True
120,AT004,19,0,right,ID015,right,towards,6,6,4501,True
120,AT004,20,3,right,ID015,left,away,6,6,4763,True
120,AT004,21,0,right,ID015,left,away,6,6,4120,True
120,AT004,22,3,right,ID017,left,away,6,6,4183,True
120,AT004,23,2,left,ID017,left,towards,-7,7,5888,True
120,AT004,24,2,right,ID015,right,towards,6,6,5156,True
120,AT004,25,0,left,ID015,left,towards,-6,6,3526,True
120,AT004,26,1,right,ID015,right,towards,7,7,7479,True
120,AT004,27,0,right,ID017,left,away,7,7,3585,True
120,AT004,28,1,right,ID015,left,away,6,6,12242,True
120,AT004,29,2,left,ID015,right,away,-7,7,2957,True
120,AT004,30,1,left,ID017,left,towards,-7,7,3025,True
120,AT004,31,3,right,ID017,right,towards,8,8,2409,True
121,AT004,0,3,right,ID015,right,towards,8,8,117207,True
121,AT004,1,1,right,ID017,right,towards,8,8,5527,True
121,AT004,2,1,right,ID015,right,towards,9,9,4313,True
121,AT004,3,0,left,ID017,left,towards,-10,10,5865,True
121,AT004,4,3,left,ID015,right,away,-10,10,38375,True
121,AT004,5,2,right,ID017,left,away,11,11,5754,True
121,AT004,6,1,right,ID015,left,away,10,10,3722,True
121,AT004,7,2,right,ID017,right,towards,11,11,8588,True
121,AT004,8,2,left,ID015,right,away,-11,11,9335,True
121,AT004,9,2,left,ID017,right,away,-9,9,3140,True
121,AT004,10,2,right,ID015,right,towards,6,6,2366,True
121,AT004,11,3,left,ID017,left,towards,-7,7,2608,True
121,AT004,12,1,left,ID017,right,away,-8,8,6796,True
121,AT004,13,0,right,ID015,right,towards,10,10,3355,True
121,AT004,14,2,left,ID015,left,towards,-8,8,3087,True
121,AT004,15,0,right,ID015,left,away,7,7,2730,True
121,AT004,16,1,left,ID017,left,towards,-8,8,2001,True
121,AT004,17,0,left,ID015,left,towards,-7,7,2459,True
121,AT004,18,3,left,ID017,right,away,-8,8,2881,True
121,AT004,19,0,left,ID017,right,away,-9,9,3058,True
121,AT004,20,2,left,ID017,left,towards,-8,8,2630,True
121,AT004,21,0,right,ID017,left,away,7,7,2167,True
121,AT004,22,2,right,ID015,left,away,8,8,2799,True
121,AT004,23,1,left,ID015,left,towards,-9,9,2589,True
121,AT004,24,3,right,ID017,left,away,9,9,2735,True
121,AT004,25,0,right,ID017,right,towards,8,8,2795,True
121,AT004,26,0,left,ID015,right,away,-10,10,2966,True
121,AT004,27,1,left,ID015,right,away,-9,9,2815,True
121,AT004,28,1,right,ID017,left,away,11,11,3412,True
121,AT004,29,3,right,ID015,left,away,12,12,3299,True
121,AT004,30,3,right,ID017,right,towards,9,9,2620,True
121,AT004,31,3,left,ID015,left,towards,-10,10,2881,True
122,AT004,0,0,left,ID017,left,towards,-3,3,151735,False
122,AT004,1,1,left,ID015,left,towards,-5,5,6847,True
122,AT004,2,3,right,ID015,left,away,3,3,3704,False
122,AT004,3,1,left,ID017,right,away,-3,3,2248,False
122,AT004,4,3,left,ID017,right,away,-5,5,3288,True
122,AT004,5,1,right,ID015,left,away,6,6,5608,True
122,AT004,6,3,right,ID017,left,away,5,5,2383,True
122,AT004,7,0,left,ID015,left,towards,-3,3,2895,False
122,AT004,8,2,left,ID017,left,towards,-4,4,2879,True
122,AT004,9,0,right,ID015,left,away,4,4,2176,True
122,AT004,10,2,left,ID017,right,away,-3,3,1855,False
122,AT004,11,2,right,ID015,right,towards,3,3,1527,False
122,AT004,12,3,left,ID015,left,towards,-3,3,1543,False
122,AT004,13,0,left,ID017,right,away,-4,4,2415,True
122,AT004,14,2,right,ID017,left,away,4,4,1999,True
122,AT004,15,2,left,ID015,right,away,-3,3,2431,False
122,AT004,16,3,left,ID015,right,away,-8,8,3687,True
122,AT004,17,2,left,ID015,left,towards,3,-3,2271,False
122,AT004,18,0,right,ID015,right,towards,3,3,2263,False
122,AT004,19,0,left,ID015,right,away,-3,3,2047,False
122,AT004,20,3,right,ID015,right,towards,7,7,2991,True
122,AT004,21,1,right,ID017,right,towards,-5,-5,2095,True
122,AT004,22,2,right,ID015,left,away,3,3,1863,False
122,AT004,23,3,right,ID017,right,towards,3,3,2095,False
122,AT004,24,0,right,ID017,right,towards,3,3,2343,False
122,AT004,25,1,left,ID017,left,towards,-2,2,6615,False
122,AT004,26,1,right,ID017,left,away,2,2,2031,False
122,AT004,27,1,left,ID015,right,away,-2,2,1815,False
122,AT004,28,3,left,ID017,left,towards,-2,2,2063,False
122,AT004,29,1,right,ID015,right,towards,2,2,35031,False
122,AT004,30,2,right,ID017,right,towards,2,2,2536,False
122,AT004,31,0,right,ID017,left,away,2,2,2143,False
123,AT004,0,0,right,ID017,right,towards,7,7,106838,True
123,AT004,1,0,left,ID017,left,towards,-3,3,2638,False
123,AT004,2,2,left,ID017,right,away,-10,10,7056,True
123,AT004,3,1,left,ID017,left,towards,5,-5,4016,True
123,AT004,4,0,left,ID015,right,away,-7,7,2560,True
123,AT004,5,1,right,ID017,right,towards,16,16,2110,True
123,AT004,6,2,left,ID015,right,away,-2,2,2009,False
123,AT004,7,3,left,ID015,left,towards,3,-3,2016,False
123,AT004,8,2,left,ID017,left,towards,-3,3,3686,False
123,AT004,9,2,right,ID015,right,towards,12,12,1783,True
123,AT004,10,2,right,ID017,right,towards,14,14,4767,True
123,AT004,11,3,right,ID017,left,away,1,1,1200,False
123,AT004,12,0,left,ID015,left,towards,-13,13,2279,True
123,AT004,13,2,right,ID017,left,away,13,13,1463,True
123,AT004,14,3,right,ID017,right,towards,11,11,1504,True
123,AT004,15,3,left,ID017,left,towards,-7,7,1608,True
123,AT004,16,2,right,ID015,left,away,15,15,1503,True
123,AT004,17,0,right,ID017,left,away,11,11,1425,True
123,AT004,18,3,left,ID017,right,away,17,-17,2016,True
123,AT004,19,3,left,ID015,right,away,-11,11,1423,True
123,AT004,20,1,right,ID015,left,away,16,16,1521,True
123,AT004,21,3,right,ID015,right,towards,12,12,1360,True
123,AT004,22,1,left,ID015,right,away,-9,9,2367,True
123,AT004,23,0,right,ID015,left,away,17,17,1768,True
123,AT004,24,0,left,ID017,right,away,-11,11,1632,True
123,AT004,25,1,right,ID017,left,away,7,7,1184,True
123,AT004,26,0,right,ID015,right,towards,7,7,1343,True
123,AT004,27,2,left,ID015,left,towards,-7,7,1288,True
123,AT004,28,1,left,ID017,right,away,-8,8,1360,True
123,AT004,29,1,right,ID015,right,towards,11,11,1352,True
123,AT004,30,1,left,ID015,left,towards,-10,10,1287,True
123,AT004,31,3,right,ID015,left,away,11,11,1217,True
123,AT004,32,3,right,ID015,left,away,11,11,3737,True
124,AT004,0,3,left,ID017,right,away,0,0,28088,False
124,AT004,1,2,right,ID015,left,away,0,0,2656,False
124,AT004,2,0,right,ID015,left,away,0,0,695,False
124,AT004,3,0,right,ID017,left,away,-2,-2,15847,False
124,AT004,4,1,left,ID017,left,towards,-1,1,4233,False
124,AT004,5,2,right,ID015,right,towards,1,1,4854,False
124,AT004,6,3,right,ID015,left,away,-1,-1,2652,False
124,AT004,7,1,right,ID017,right,towards,1,1,1512,False
124,AT004,8,2,left,ID015,left,towards,-1,1,1334,False
124,AT004,9,2,right,ID017,left,away,1,1,2502,False
124,AT004,10,3,right,ID017,right,towards,1,1,2183,False
124,AT004,11,0,left,ID015,right,away,-1,1,3383,False
124,AT004,12,1,right,ID017,left,away,1,1,2795,False
124,AT004,13,0,left,ID017,right,away,-1,1,2024,False
124,AT004,14,1,left,ID017,right,away,-1,1,1539,False
124,AT004,15,2,right,ID017,right,towards,1,1,1733,False
124,AT004,16,3,left,ID015,left,towards,-1,1,1553,False
124,AT004,17,1,right,ID015,left,away,1,1,1083,False
124,AT004,18,1,right,ID015,right,towards,1,1,1410,False
124,AT004,19,0,right,ID015,right,towards,1,1,1712,False
124,AT004,20,0,left,ID015,left,towards,-1,1,1506,False
124,AT004,21,2,left,ID017,right,away,-1,1,1377,False
124,AT004,22,2,left,ID017,left,towards,-1,1,1157,False
124,AT004,23,3,right,ID017,left,away,1,1,1868,False
124,AT004,24,1,left,ID015,left,towards,-1,1,1672,False
124,AT004,25,2,left,ID015,right,away,-1,1,1211,False
124,AT004,26,3,left,ID017,left,towards,-1,1,1695,False
124,AT004,27,0,left,ID017,left,towards,-1,1,1497,False
124,AT004,28,1,left,ID015,right,away,-1,1,1917,False
124,AT004,29,3,right,ID015,right,towards,1,1,1864,False
124,AT004,30,3,left,ID015,right,away,-1,1,2897,False
124,AT004,31,0,right,ID017,right,towards,1,1,1943,False
125,AT004,0,1,right,ID015,left,away,0,0,86998,False
125,AT004,1,3,left,ID015,right,away,0,0,2931,False
125,AT004,2,0,right,ID017,right,towards,0,0,1455,False
125,AT004,3,2,left,ID017,right,away,0,0,671,False
125,AT004,4,2,left,ID017,left,towards,29,-29,4278,True
125,AT004,5,0,right,ID015,left,away,-17,-17,1992,True
125,AT004,6,2,right,ID017,left,away,22,22,1494,True
125,AT004,7,3,right,ID015,right,towards,-27,-27,1777,True
125,AT004,8,3,right,ID015,left,away,24,24,1520,True
125,AT004,9,3,right,ID017,right,towards,24,24,1518,True
125,AT004,10,1,right,ID017,right,towards,26,26,1543,True
125,AT004,11,1,left,ID015,right,away,-23,23,1462,True
125,AT004,12,3,right,ID017,left,away,-20,-20,1377,True
125,AT004,13,3,left,ID017,left,towards,19,-19,1336,True
125,AT004,14,0,left,ID017,right,away,-20,20,1310,True
125,AT004,15,2,left,ID015,left,towards,-18,18,1319,True
125,AT004,16,0,right,ID015,right,towards,-24,-24,1566,True
125,AT004,17,0,left,ID015,left,towards,15,-15,1200,True
125,AT004,18,3,left,ID015,left,towards,-19,19,1407,True
125,AT004,19,2,right,ID017,right,towards,18,18,1303,True
125,AT004,20,1,left,ID017,right,away,-11,11,1527,True
125,AT004,21,2,right,ID015,left,away,16,16,1455,True
125,AT004,22,2,left,ID015,right,away,-19,19,1543,True
125,AT004,23,1,right,ID017,left,away,19,19,1391,True
125,AT004,24,0,left,ID017,left,towards,-23,23,1464,True
125,AT004,25,1,right,ID015,right,towards,-19,-19,1343,True
125,AT004,26,0,right,ID017,left,away,-22,-22,1463,True
125,AT004,27,0,left,ID015,right,away,-19,19,1304,True
125,AT004,28,3,left,ID017,right,away,23,-23,1439,True
125,AT004,29,2,right,ID015,right,towards,25,25,1640,True
125,AT004,30,1,left,ID017,left,towards,-23,23,1455,True
125,AT004,31,1,left,ID015,left,towards,-24,24,1575,True
126,AT004,0,0,left,ID015,left,towards,-11,11,192828,True
126,AT004,1,1,left,ID015,right,away,-12,12,27774,True
126,AT004,2,0,right,ID015,left,away,12,12,24172,True
126,AT004,3,2,left,ID017,right,away,-10,10,22555,True
126,AT004,4,2,right,ID015,left,away,12,12,31408,True
126,AT004,5,3,right,ID017,right,towards,13,13,22679,True
126,AT004,6,1,right,ID017,right,towards,14,14,21254,True
126,AT004,7,2,left,ID015,left,towards,-9,9,23577,True
126,AT004,8,2,left,ID015,right,away,-14,14,24125,True
126,AT004,9,0,right,ID017,left,away,12,12,14706,True
126,AT004,10,3,left,ID015,left,towards,-15,15,19085,True
126,AT004,11,0,left,ID017,left,towards,-14,14,15971,True
126,AT004,12,0,right,ID015,right,towards,13,13,23966,True
126,AT004,13,2,right,ID017,right,towards,15,15,20029,True
126,AT004,14,3,left,ID017,left,towards,-17,17,16776,True
126,AT004,15,1,right,ID017,left,away,12,12,15827,True
126,AT004,16,0,left,ID015,right,away,-12,12,13917,True
126,AT004,17,1,left,ID017,left,towards,-16,16,13841,True
126,AT004,18,3,right,ID015,right,towards,19,19,15146,True
126,AT004,19,0,left,ID017,right,away,-10,10,14505,True
126,AT004,20,1,left,ID017,right,away,-12,12,12061,True
126,AT004,21,3,right,ID015,left,away,18,18,19346,True
126,AT004,22,3,right,ID017,left,away,20,20,16662,True
126,AT004,23,2,right,ID015,right,towards,14,14,11050,True
126,AT004,24,1,right,ID015,left,away,11,11,21724,True
126,AT004,25,3,left,ID015,right,away,-18,18,13548,True
126,AT004,26,3,left,ID017,right,away,-20,20,19812,True
126,AT004,27,0,right,ID017,right,towards,12,12,18024,True
126,AT004,28,2,right,ID017,left,away,16,16,15571,True
126,AT004,29,2,left,ID017,left,towards,-11,11,11068,True
126,AT004,30,1,right,ID015,right,towards,14,14,13903,True
126,AT004,31,1,left,ID015,left,towards,-12,12,12077,True
127,AT004,0,1,left,ID015,right,away,-5,5,109720,True
127,AT004,1,2,right,ID015,right,towards,8,8,9425,True
127,AT004,2,0,left,ID015,right,away,-5,5,5732,True
127,AT004,3,2,right,ID017,left,away,8,8,6476,True
127,AT004,4,0,right,ID015,left,away,5,5,7955,True
127,AT004,5,0,left,ID017,left,towards,-7,7,5034,True
127,AT004,6,2,left,ID015,right,away,-11,11,6528,True
127,AT004,7,1,left,ID015,left,towards,-16,16,7259,True
127,AT004,8,0,right,ID017,right,towards,5,5,3644,True
127,AT004,9,2,right,ID017,right,towards,7,7,4322,True
127,AT004,10,3,right,ID017,right,towards,23,23,10874,True
127,AT004,11,0,left,ID015,left,towards,-9,9,3920,True
127,AT004,12,3,left,ID015,left,towards,-18,18,6390,True
127,AT004,13,1,left,ID017,left,towards,-15,15,4197,True
127,AT004,14,0,right,ID015,right,towards,11,11,4284,True
127,AT004,15,2,left,ID017,left,towards,-9,9,4467,True
127,AT004,16,1,right,ID017,right,towards,11,11,4301,True
127,AT004,17,3,left,ID017,left,towards,-14,14,5242,True
127,AT004,18,1,right,ID015,right,towards,11,11,4438,True
127,AT004,19,3,left,ID017,right,away,-14,14,4821,True
127,AT004,20,0,right,ID017,left,away,7,7,3223,True
127,AT004,21,2,left,ID015,left,towards,-9,9,4049,True
127,AT004,22,1,left,ID017,right,away,-12,12,4383,True
127,AT004,23,2,left,ID017,right,away,-8,8,4018,True
127,AT004,24,3,left,ID015,right,away,-18,18,5382,True
127,AT004,25,1,right,ID017,left,away,13,13,3815,True
127,AT004,26,3,right,ID017,left,away,17,17,6485,True
127,AT004,27,1,right,ID015,left,away,21,21,6651,True
127,AT004,28,0,left,ID017,right,away,-10,10,4034,True
127,AT004,29,2,right,ID015,left,away,13,13,4367,True
127,AT004,30,3,right,ID015,left,away,28,28,8163,True
127,AT004,31,3,right,ID015,right,towards,33,33,7642,True
128,AT004,0,0,right,ID015,left,away,18,18,54570,True
128,AT004,1,1,right,ID017,right,towards,19,19,8192,True
128,AT004,2,2,right,ID017,right,towards,21,21,8600,True
128,AT004,3,2,left,ID015,left,towards,-28,28,4895,True
128,AT004,4,3,left,ID015,right,away,-39,39,6272,True
128,AT004,5,0,right,ID017,left,away,24,24,6664,True
128,AT004,6,0,left,ID015,right,away,-28,28,7304,True
128,AT004,7,3,left,ID017,right,away,-45,45,5152,False
128,AT004,8,2,left,ID017,right,away,-40,40,4832,False
128,AT004,9,0,right,ID015,right,towards,31,31,3896,True
128,AT004,10,1,left,ID015,left,towards,-41,41,4120,False
128,AT004,11,0,left,ID017,right,away,-37,37,4368,True
128,AT004,12,1,right,ID015,right,towards,34,34,3592,True
128,AT004,13,3,right,ID017,left,away,51,51,4055,False
128,AT004,14,3,right,ID017,right,towards,51,51,4944,False
128,AT004,15,2,right,ID015,right,towards,41,41,5032,False
128,AT004,16,1,right,ID017,left,away,39,39,3368,True
128,AT004,17,3,left,ID017,left,towards,-50,50,3992,False
128,AT004,18,2,right,ID015,left,away,38,38,3208,True
128,AT004,19,3,left,ID015,left,towards,-45,45,4352,False
128,AT004,20,1,left,ID017,right,away,-29,29,2768,True
128,AT004,21,3,right,ID015,left,away,47,47,6984,False
128,AT004,22,0,left,ID015,left,towards,-26,26,5439,True
128,AT004,23,2,left,ID017,left,towards,-46,46,4576,False
128,AT004,24,1,left,ID015,right,away,-40,40,3232,False
128,AT004,25,0,right,ID017,right,towards,29,29,4992,True
128,AT004,26,0,left,ID017,left,towards,-30,30,3104,True
128,AT004,27,2,right,ID017,left,away,31,31,3096,True
128,AT004,28,2,left,ID015,right,away,-30,30,2880,True
128,AT004,29,1,left,ID017,left,towards,-31,31,2768,True
128,AT004,30,1,right,ID015,left,away,26,26,4864,True
128,AT004,31,3,right,ID015,right,towards,45,45,5800,False
129,AT004,0,1,left,ID017,left,towards,-40,40,152352,False
129,AT004,1,3,right,ID015,right,towards,65,65,27366,False
129,AT004,2,3,left,ID017,left,towards,-34,34,16342,True
129,AT004,3,0,left,ID015,left,towards,-37,37,12801,True
129,AT004,4,1,left,ID017,right,away,35,-35,11983,True
129,AT004,5,2,left,ID017,left,towards,-32,32,10613,True
129,AT004,6,1,left,ID015,left,towards,37,-37,11554,True
129,AT004,7,0,right,ID015,left,away,37,37,11072,True
129,AT004,8,3,right,ID015,left,away,35,35,10339,True
129,AT004,9,0,left,ID017,left,towards,-33,33,10443,True
129,AT004,10,3,right,ID017,right,towards,38,38,10112,True
129,AT004,11,1,right,ID015,left,away,39,39,11467,True
129,AT004,12,2,right,ID017,right,towards,45,45,11913,False
129,AT004,13,1,left,ID015,right,away,-41,41,11477,False
129,AT004,14,2,left,ID015,right,away,-35,35,10132,True
129,AT004,15,0,right,ID015,right,towards,40,40,10960,False
129,AT004,16,2,left,ID017,right,away,-39,39,10469,True
129,AT004,17,0,left,ID015,right,away,-35,35,10496,True
129,AT004,18,3,left,ID015,left,towards,-43,43,11992,False
129,AT004,19,2,right,ID015,left,away,45,45,11487,False
129,AT004,20,3,right,ID017,left,away,43,43,8598,False
129,AT004,21,0,right,ID017,right,towards,45,45,5556,False
129,AT004,22,1,right,ID017,right,towards,45,45,6323,False
129,AT004,23,2,left,ID015,left,towards,-40,40,4681,False
129,AT004,24,0,right,ID017,left,away,45,45,6292,False
129,AT004,25,0,left,ID017,right,away,-37,37,6677,True
129,AT004,26,2,right,ID015,right,towards,39,39,6374,True
129,AT004,27,1,right,ID017,left,away,45,45,5544,False
129,AT004,28,3,left,ID015,right,away,-33,33,5097,True
129,AT004,29,3,left,ID017,right,away,-33,33,8333,True
129,AT004,30,1,right,ID015,right,towards,31,31,4238,True
129,AT004,31,2,right,ID017,left,away,42,42,31665,False
130,AT004,0,1,right,ID015,right,towards,0,0,4117,False
130,AT004,1,0,right,ID015,left,away,106,106,10562,False
130,AT004,2,0,right,ID017,left,away,87,87,17281,False
130,AT004,3,0,left,ID015,right,away,-86,86,7551,False
130,AT004,4,2,left,ID015,right,away,-88,88,6311,False
130,AT004,5,0,right,ID017,right,towards,87,87,4498,False
130,AT004,6,3,right,ID017,right,towards,91,91,4471,False
130,AT004,7,1,right,ID015,left,away,92,92,4263,False
130,AT004,8,3,left,ID015,left,towards,-88,88,4248,False
130,AT004,9,0,left,ID017,right,away,-88,88,5174,False
130,AT004,10,1,left,ID017,left,towards,-90,90,4143,False
130,AT004,11,2,right,ID015,right,towards,88,88,4223,False
130,AT004,12,1,right,ID017,left,away,93,93,4145,False
130,AT004,13,2,right,ID017,left,away,91,91,4154,False
130,AT004,14,3,left,ID017,right,away,-90,90,4159,False
130,AT004,15,0,left,ID015,left,towards,-92,92,4063,False
130,AT004,16,0,left,ID017,left,towards,-91,91,4102,False
130,AT004,17,2,right,ID015,left,away,89,89,6170,False
130,AT004,18,3,left,ID017,left,towards,-91,91,4568,False
130,AT004,19,1,left,ID017,right,away,-92,92,4181,False
130,AT004,20,2,left,ID017,right,away,-87,87,3938,False
130,AT004,21,1,left,ID015,left,towards,-93,93,4080,False
130,AT004,22,3,right,ID017,left,away,90,90,4015,False
130,AT004,23,1,right,ID017,right,towards,94,94,4432,False
130,AT004,24,0,right,ID015,right,towards,89,89,4399,False
130,AT004,25,3,left,ID015,right,away,-92,92,4106,False
130,AT004,26,2,left,ID015,left,towards,-88,88,4230,False
130,AT004,27,3,right,ID015,right,towards,85,85,3833,False
130,AT004,28,2,left,ID017,left,towards,-89,89,4146,False
130,AT004,29,2,right,ID017,right,towards,91,91,4485,False
130,AT004,30,1,left,ID015,right,away,-94,94,3993,False
130,AT004,31,3,right,ID015,left,away,91,91,4014,False
131,AT004,0,0,left,ID015,right,away,0,0,103896,False
131,AT004,1,1,right,ID015,right,towards,0,0,1021,False
131,AT004,2,0,left,ID017,right,away,-2,2,5671,False
131,AT004,3,3,left,ID017,right,away,0,0,519,False
131,AT004,4,0,right,ID017,left,away,0,0,550,False
131,AT004,5,3,right,ID015,right,towards,0,0,320,False
131,AT004,6,3,left,ID015,left,towards,0,0,327,False
131,AT004,7,2,left,ID017,left,towards,0,0,255,False
131,AT004,8,2,right,ID015,right,towards,0,0,303,False
131,AT004,9,1,right,ID017,left,away,0,0,239,False
131,AT004,10,1,left,ID015,left,towards,0,0,207,False
131,AT004,11,3,right,ID017,left,away,0,0,175,False
131,AT004,12,1,left,ID017,left,towards,0,0,175,False
131,AT004,13,0,right,ID015,right,towards,0,0,151,False
131,AT004,14,0,right,ID015,left,away,0,0,143,False
131,AT004,15,0,right,ID017,right,towards,0,0,135,False
131,AT004,16,2,left,ID017,right,away,0,0,135,False
131,AT004,17,1,left,ID015,right,away,0,0,183,False
131,AT004,18,2,right,ID015,left,away,0,0,207,False
131,AT004,19,2,left,ID015,right,away,0,0,215,False
131,AT004,20,3,left,ID015,right,away,0,0,439,False
131,AT004,21,1,right,ID017,right,towards,0,0,223,False
131,AT004,22,1,left,ID017,right,away,0,0,279,False
131,AT004,23,1,right,ID015,left,away,0,0,223,False
131,AT004,24,0,left,ID015,left,towards,0,0,214,False
131,AT004,25,2,right,ID017,left,away,0,0,264,False
131,AT004,26,3,right,ID015,left,away,0,0,167,False
131,AT004,27,2,right,ID017,right,towards,0,0,263,False
131,AT004,28,3,right,ID017,right,towards,0,0,247,False
131,AT004,29,2,left,ID015,left,towards,0,0,639,False
131,AT004,30,0,left,ID017,left,towards,0,0,182,False
131,AT004,31,3,left,ID017,left,towards,0,0,224,False
131,AT004,32,3,left,ID017,left,towards,0,0,390,False
131,AT004,33,3,left,ID017,left,towards,0,0,560,False
132,AT004,0,0,right,ID017,left,away,5,5,123386,True
132,AT004,1,3,left,ID015,left,towards,-9,9,10878,True
132,AT004,2,0,left,ID017,left,towards,-4,4,10735,True
132,AT004,3,2,right,ID015,right,towards,9,9,12469,True
132,AT004,4,1,left,ID017,right,away,-10,10,10269,True
132,AT004,5,3,right,ID015,right,towards,17,17,10956,True
132,AT004,6,3,right,ID017,right,towards,21,21,9753,True
132,AT004,7,2,right,ID015,left,away,11,11,10113,True
132,AT004,8,3,left,ID015,right,away,-20,20,10821,True
132,AT004,9,3,right,ID015,left,away,20,20,11815,True
